time_s,hr_bpm,d_meter_m
2025-08-14T18:35:59.000Z,85,0.0
2025-08-14T18:36:00.000Z,86,1.5299999713897705
2025-08-14T18:36:01.000Z,89,3.059999942779541
2025-08-14T18:36:03.000Z,93,6.139999866485596
2025-08-14T18:36:08.000Z,96,15.239999771118164
2025-08-14T18:36:11.000Z,100,21.190000534057617
2025-08-14T18:36:14.000Z,103,27.360000610351562
2025-08-14T18:36:18.000Z,106,35.779998779296875
2025-08-14T18:36:22.000Z,109,44.630001068115234
2025-08-14T18:36:25.000Z,112,51.56999969482422
2025-08-14T18:36:28.000Z,115,58.34000015258789
2025-08-14T18:36:32.000Z,118,67.51000213623047
2025-08-14T18:36:36.000Z,121,77.11000061035156
2025-08-14T18:36:45.000Z,124,99.19999694824219
2025-08-14T18:36:49.000Z,127,108.83999633789062
2025-08-14T18:36:54.000Z,130,120.79000091552734
2025-08-14T18:36:58.000Z,134,130.22999572753906
2025-08-14T18:37:07.000Z,133,151.80999755859375
2025-08-14T18:37:15.000Z,136,171.25
2025-08-14T18:37:22.000Z,136,183.32000732421875
2025-08-14T18:37:28.000Z,138,194.0800018310547
2025-08-14T18:37:36.000Z,140,214.64999389648438
2025-08-14T18:37:39.000Z,139,221.0500030517578
2025-08-14T18:37:47.000Z,142,241.4499969482422
2025-08-14T18:37:49.000Z,142,245.91000366210938
2025-08-14T18:37:57.000Z,143,267.5400085449219
2025-08-14T18:38:00.000Z,143,275.3599853515625
2025-08-14T18:38:09.000Z,143,296.9599914550781
2025-08-14T18:38:12.000Z,143,304.69000244140625
2025-08-14T18:38:20.000Z,143,325.8599853515625
2025-08-14T18:38:24.000Z,142,337.0199890136719
2025-08-14T18:38:32.000Z,142,357.04998779296875
2025-08-14T18:38:34.000Z,141,361.5899963378906
2025-08-14T18:38:39.000Z,144,373.32000732421875
2025-08-14T18:38:42.000Z,144,381.3299865722656
2025-08-14T18:38:44.000Z,141,386.0899963378906
2025-08-14T18:38:46.000Z,142,390.8900146484375
2025-08-14T18:38:47.000Z,142,393.32000732421875
2025-08-14T18:38:52.000Z,144,404.6000061035156
2025-08-14T18:38:56.000Z,141,413.17999267578125
2025-08-14T18:38:57.000Z,141,414.8299865722656
2025-08-14T18:38:58.000Z,143,417.3399963378906
2025-08-14T18:39:03.000Z,143,430.6700134277344
2025-08-14T18:39:10.000Z,143,446.5299987792969
2025-08-14T18:39:17.000Z,144,463.9200134277344
2025-08-14T18:39:24.000Z,146,481.5899963378906
2025-08-14T18:39:33.000Z,147,503.1199951171875
2025-08-14T18:39:34.000Z,147,505.1400146484375
2025-08-14T18:39:37.000Z,144,511.2799987792969
2025-08-14T18:39:40.000Z,145,517.9199829101562
2025-08-14T18:39:50.000Z,147,538.75
2025-08-14T18:39:52.000Z,146,543.219970703125
2025-08-14T18:40:01.000Z,148,564.4000244140625
2025-08-14T18:40:02.000Z,149,566.6099853515625
2025-08-14T18:40:07.000Z,146,576.8499755859375
2025-08-14T18:40:11.000Z,147,586.3499755859375
2025-08-14T18:40:19.000Z,147,602.780029296875
2025-08-14T18:40:28.000Z,144,623.5599975585938
2025-08-14T18:40:36.000Z,143,643.97998046875
2025-08-14T18:40:38.000Z,142,649.6199951171875
2025-08-14T18:40:45.000Z,141,669.1900024414062
2025-08-14T18:40:54.000Z,142,691.3200073242188
2025-08-14T18:40:57.000Z,145,698.75
2025-08-14T18:41:01.000Z,144,706.489990234375
2025-08-14T18:41:06.000Z,145,717.760009765625
2025-08-14T18:41:13.000Z,146,740.5800170898438
2025-08-14T18:41:14.000Z,146,742.7899780273438
2025-08-14T18:41:21.000Z,147,763.3699951171875
2025-08-14T18:41:24.000Z,148,770.1400146484375
2025-08-14T18:41:31.000Z,147,785.9099731445312
2025-08-14T18:41:38.000Z,146,802.4500122070312
2025-08-14T18:41:47.000Z,145,822.4500122070312
2025-08-14T18:41:58.000Z,146,844.7000122070312
2025-08-14T18:42:04.000Z,143,858.3200073242188
2025-08-14T18:42:07.000Z,143,866.239990234375
2025-08-14T18:42:17.000Z,142,887.3599853515625
2025-08-14T18:42:25.000Z,140,906.969970703125
2025-08-14T18:42:28.000Z,143,914.2000122070312
2025-08-14T18:42:35.000Z,142,931.7899780273438
2025-08-14T18:42:42.000Z,145,949.9099731445312
2025-08-14T18:42:45.000Z,144,956.9099731445312
2025-08-14T18:42:49.000Z,147,967.9099731445312
2025-08-14T18:42:53.000Z,147,977.5900268554688
2025-08-14T18:43:01.000Z,147,1001.9400024414062
2025-08-14T18:43:07.000Z,147,1014.8099975585938
2025-08-14T18:43:14.000Z,150,1035.6199951171875
2025-08-14T18:43:20.000Z,150,1051.81005859375
2025-08-14T18:43:28.000Z,149,1073.22998046875
2025-08-14T18:43:31.000Z,148,1080.6600341796875
2025-08-14T18:43:38.000Z,151,1097.1600341796875
2025-08-14T18:43:39.000Z,151,1099.719970703125
2025-08-14T18:43:48.000Z,152,1119.969970703125
2025-08-14T18:43:49.000Z,151,1122.510009765625
2025-08-14T18:43:57.000Z,152,1143.2099609375
2025-08-14T18:44:01.000Z,151,1153.2099609375
2025-08-14T18:44:10.000Z,150,1175.25
2025-08-14T18:44:18.000Z,151,1196.6099853515625
2025-08-14T18:44:26.000Z,151,1216.5899658203125
2025-08-14T18:44:32.000Z,152,1229.3599853515625
2025-08-14T18:44:38.000Z,153,1239.31005859375
2025-08-14T18:44:43.000Z,150,1254.8299560546875
2025-08-14T18:44:44.000Z,150,1257.81005859375
2025-08-14T18:44:51.000Z,151,1276.8800048828125
2025-08-14T18:45:00.000Z,152,1297.8599853515625
2025-08-14T18:45:01.000Z,152,1300.1099853515625
2025-08-14T18:45:09.000Z,149,1316.9000244140625
2025-08-14T18:45:11.000Z,149,1320.6300048828125
2025-08-14T18:45:16.000Z,146,1330.3199462890625
2025-08-14T18:45:21.000Z,148,1340.550048828125
2025-08-14T18:45:30.000Z,149,1360.72998046875
2025-08-14T18:45:31.000Z,149,1363.300048828125
2025-08-14T18:45:36.000Z,146,1374.5400390625
2025-08-14T18:45:42.000Z,146,1387.199951171875
2025-08-14T18:45:50.000Z,144,1405.5999755859375
2025-08-14T18:45:56.000Z,145,1419.0799560546875
2025-08-14T18:46:04.000Z,145,1437.0999755859375
2025-08-14T18:46:12.000Z,145,1455.5799560546875
2025-08-14T18:46:15.000Z,142,1462.7900390625
2025-08-14T18:46:17.000Z,141,1467.3800048828125
2025-08-14T18:46:22.000Z,144,1476.8900146484375
2025-08-14T18:46:24.000Z,145,1480.8699951171875
2025-08-14T18:46:30.000Z,146,1495.9599609375
2025-08-14T18:46:37.000Z,147,1510.0699462890625
2025-08-14T18:46:46.000Z,148,1530.699951171875
2025-08-14T18:46:53.000Z,147,1547.969970703125
2025-08-14T18:47:02.000Z,145,1568.739990234375
2025-08-14T18:47:04.000Z,147,1572.949951171875
2025-08-14T18:47:13.000Z,146,1593.1199951171875
2025-08-14T18:47:15.000Z,145,1597.97998046875
2025-08-14T18:47:24.000Z,145,1618.010009765625
2025-08-14T18:47:26.000Z,146,1622.449951171875
2025-08-14T18:47:34.000Z,146,1639.25
2025-08-14T18:47:42.000Z,144,1654.77001953125
2025-08-14T18:47:49.000Z,145,1670.1300048828125
2025-08-14T18:47:57.000Z,146,1687.5699462890625
2025-08-14T18:48:06.000Z,149,1709.280029296875
2025-08-14T18:48:07.000Z,149,1711.8699951171875
2025-08-14T18:48:16.000Z,149,1732.72998046875
2025-08-14T18:48:18.000Z,149,1737.3499755859375
2025-08-14T18:48:26.000Z,151,1759.22998046875
2025-08-14T18:48:29.000Z,153,1766.510009765625
2025-08-14T18:48:37.000Z,153,1786.5899658203125
2025-08-14T18:48:39.000Z,153,1791.969970703125
2025-08-14T18:48:47.000Z,156,1814.0899658203125
2025-08-14T18:48:50.000Z,156,1822.68994140625
2025-08-14T18:48:57.000Z,157,1843.31005859375
2025-08-14T18:49:00.000Z,158,1851.0400390625
2025-08-14T18:49:03.000Z,161,1859.1500244140625
2025-08-14T18:49:09.000Z,162,1875.8299560546875
2025-08-14T18:49:15.000Z,164,1891.93994140625
2025-08-14T18:49:22.000Z,163,1910.4100341796875
2025-08-14T18:49:30.000Z,160,1932.300048828125
2025-08-14T18:49:35.000Z,160,1941.1700439453125
2025-08-14T18:49:40.000Z,160,1953.8499755859375
2025-08-14T18:49:46.000Z,163,1971.2900390625
2025-08-14T18:49:49.000Z,164,1979.9300537109375
2025-08-14T18:49:57.000Z,165,2001.489990234375
2025-08-14T18:49:58.000Z,165,2004.030029296875
2025-08-14T18:49:58.000Z,165,2004.030029296875
2025-08-14T18:50:04.000Z,163,2021.1300048828125
2025-08-14T18:50:10.000Z,163,2040.56005859375
2025-08-14T18:50:16.000Z,166,2060.85009765625
2025-08-14T18:50:23.000Z,165,2083.330078125
2025-08-14T18:50:25.000Z,166,2089.89990234375
2025-08-14T18:50:32.000Z,165,2112.010009765625
2025-08-14T18:50:33.000Z,165,2115.0
2025-08-14T18:50:40.000Z,165,2135.919921875
2025-08-14T18:50:47.000Z,166,2156.7900390625
2025-08-14T18:50:49.000Z,167,2162.8701171875
2025-08-14T18:50:56.000Z,167,2184.14990234375
2025-08-14T18:50:58.000Z,166,2190.2900390625
2025-08-14T18:51:06.000Z,167,2212.7099609375
2025-08-14T18:51:08.000Z,169,2218.5400390625
2025-08-14T18:51:10.000Z,166,2224.070068359375
2025-08-14T18:51:15.000Z,168,2238.139892578125
