time_s,hr_bpm,d_meter_m
2025-10-20T15:48:36.000Z,110,2.190000057220459
2025-10-20T15:48:37.000Z,111,4.730000019073486
2025-10-20T15:48:44.000Z,114,18.81999969482422
2025-10-20T15:48:48.000Z,117,29.43000030517578
2025-10-20T15:48:50.000Z,120,34.91999816894531
2025-10-20T15:48:53.000Z,123,43.61000061035156
2025-10-20T15:48:54.000Z,126,46.650001525878906
2025-10-20T15:48:57.000Z,130,56.13999938964844
2025-10-20T15:49:01.000Z,133,69.1500015258789
2025-10-20T15:49:06.000Z,136,85.20999908447266
2025-10-20T15:49:10.000Z,139,97.95999908447266
2025-10-20T15:49:13.000Z,142,107.5
2025-10-20T15:49:17.000Z,145,119.91999816894531
2025-10-20T15:49:24.000Z,148,142.47000122070312
2025-10-20T15:49:28.000Z,151,155.77999877929688
2025-10-20T15:49:33.000Z,154,172.35000610351562
2025-10-20T15:49:39.000Z,154,192.3800048828125
2025-10-20T15:49:47.000Z,155,211.85000610351562
2025-10-20T15:49:49.000Z,155,215.69000244140625
2025-10-20T15:49:55.000Z,158,231.08999633789062
2025-10-20T15:49:56.000Z,159,233.44000244140625
2025-10-20T15:50:03.000Z,160,248.19000244140625
2025-10-20T15:50:07.000Z,159,259.3800048828125
2025-10-20T15:50:08.000Z,159,262.260009765625
2025-10-20T15:50:13.000Z,161,279.9800109863281
2025-10-20T15:50:16.000Z,164,289.7099914550781
2025-10-20T15:50:22.000Z,165,309.510009765625
2025-10-20T15:50:29.000Z,166,332.6499938964844
2025-10-20T15:50:36.000Z,168,355.6099853515625
2025-10-20T15:50:39.000Z,168,365.3999938964844
2025-10-20T15:50:46.000Z,170,387.8399963378906
2025-10-20T15:50:52.000Z,169,402.79998779296875
2025-10-20T15:50:56.000Z,172,411.1099853515625
2025-10-20T15:50:58.000Z,173,415.45001220703125
2025-10-20T15:51:04.000Z,174,435.8800048828125
2025-10-20T15:51:07.000Z,174,445.8699951171875
2025-10-20T15:51:13.000Z,174,466.2099914550781
2025-10-20T15:51:15.000Z,173,473.1199951171875
2025-10-20T15:51:17.000Z,172,477.57000732421875
2025-10-20T15:51:19.000Z,173,483.29998779296875
2025-10-20T15:51:25.000Z,175,504.69000244140625
2025-10-20T15:51:31.000Z,174,525.3800048828125
2025-10-20T15:51:33.000Z,175,532.0399780273438
2025-10-20T15:51:39.000Z,176,552.8699951171875
2025-10-20T15:51:40.000Z,176,556.530029296875
2025-10-20T15:51:45.000Z,176,575.5900268554688
2025-10-20T15:51:47.000Z,176,583.0
2025-10-20T15:51:49.000Z,176,589.77001953125
2025-10-20T15:51:54.000Z,176,608.6799926757812
2025-10-20T15:51:59.000Z,177,627.6799926757812
2025-10-20T15:52:05.000Z,178,649.4299926757812
2025-10-20T15:52:06.000Z,178,652.9000244140625
2025-10-20T15:52:12.000Z,179,674.1099853515625
2025-10-20T15:52:18.000Z,179,694.72998046875
2025-10-20T15:52:22.000Z,179,705.47998046875
